video_id,category_id,duration_seconds,upload_hour,upload_dayofweek,is_weekend,early_snapshot_age_hours,early_snapshot_count,early_views,early_likes,early_comments,early_views_per_hour,early_like_rate,early_comment_rate,early_engagement_rate,target_snapshot_age_hours,target_engagement_rate
WpWb08hvXxE,10.0,187.0,21,1,0,5.936805277777777,27,16,2,0,2.695052178970742,12.5,0.0,12.5,23.93684194444444,12.5
X0zeYQV0EUM,22.0,276.0,14,6,1,5.937928611111111,21,614,6,0,103.40306194504883,0.9771986970684038,0.0,0.9771986970684038,20.43791361111111,0.5050505050505051
XPNvs6KSLxM,2.0,9881.0,15,3,0,5.940096666666667,30,98,6,0,16.498048011564343,6.122448979591836,0.0,6.122448979591836,23.940055,5.405405405405405
XWjaCsfuelM,15.0,25.0,21,4,0,5.9429125,27,13634,0,0,2294.1613224155662,0.0,0.0,0.0,23.94293555555556,0.0
XYThQiavXgM,22.0,2141.0,1,5,1,5.937856666666667,36,6,0,0,1.0104656169425892,0.0,0.0,0.0,23.93795833333333,3.488372093023256
Xa02gRYrVac,15.0,28.0,21,3,0,5.935600555555555,27,1282,59,3,215.9848844275891,4.602184087363495,0.234009360374415,4.83619344773791,23.93569055555556,3.151750972762646
XvLj9yava_Y,22.0,552.0,12,2,0,5.945062222222222,30,86,0,6,14.465786359398912,0.0,6.976744186046512,6.976744186046512,23.94505416666667,4.716981132075472
YBcbt-YLRxo,15.0,29.0,21,3,0,5.943656111111111,27,5099,215,23,857.8894715102872,4.216513041772896,0.451068837026868,4.667581878799765,23.94374611111112,3.3608914450035945
YF2X2Pl7Gs0,20.0,1406.0,18,1,0,5.997955833333333,33,483,2,0,80.52743524981497,0.4140786749482402,0.0,0.4140786749482402,23.99785,0.4132231404958678
YSxIfu7EUmQ,22.0,17.0,18,1,0,5.944341666666667,30,1,0,0,0.1682272076666746,0.0,0.0,0.0,23.94422888888889,20.0
YV6jP1XGVMg,22.0,1411.0,23,1,0,5.946258888888889,22,2,0,0,0.0,0.0,0.0,0.0,23.946280277777777,0.0
YjeD5hb2nBI,26.0,256.0,19,6,1,5.937045555555556,33,11,2,0,1.8527733865384968,18.181818181818183,0.0,18.181818181818183,23.937204444444443,7.142857142857142
Z5jlQY50mHk,10.0,152.0,16,1,0,5.939256111111111,33,1,0,0,0.1683712541254465,0.0,0.0,0.0,23.93923277777778,0.0
Z6evJDP1NcU,22.0,61.0,9,3,0,5.862045833333334,28,806,52,0,137.4946602117719,6.451612903225806,0.0,6.451612903225806,24.028726666666667,6.246056782334384
