video_id,category_id,duration_seconds,upload_hour,upload_dayofweek,is_weekend,early_snapshot_age_hours,early_snapshot_count,early_views,early_likes,early_comments,early_views_per_hour,early_like_rate,early_comment_rate,early_engagement_rate,target_snapshot_age_hours,target_engagement_rate
sYGtNkEHxrY,20.0,10081,11,3,0,5.965120447,19,430872.0,26730.0,31.0,72231.90275,6.203698546203977,0.0071947121186802,6.210893258322657,21.86089201,6.120032379707824
scpwM4FqkmA,10.0,2504,23,1,0,5.943372758,15,33916.0,540.0,33.0,5706.52412,1.592168887840547,0.0972992098124778,1.6894680976530252,23.97384229,0.6856790504085093
t3szMbEw2gk,24.0,501,13,1,0,5.921583811,20,200627.0,12617.0,428.0,33880.63167,6.288784660090616,0.2133312066670986,6.502115866757714,23.95058856,4.614502053254838
t56Z6UxcRDo,10.0,290,1,5,1,5.928020816,11,165705.0,2846.0,84.0,27952.83707,1.717510032889774,0.0506924957001901,1.768202528589964,23.97451974,1.3249540285382615
uLVSzTiQOgc,20.0,5451,7,4,0,5.967394537,17,327155.0,38787.0,2703.0,54823.75901,11.855848145374516,0.8262138741575096,12.682062019532026,24.01123893,8.390828307612136
wljRUgtHR2M,20.0,1698,6,6,1,5.955484373,1,69670.0,1835.0,37.0,11698.46072,2.633845270561217,0.0531075068178556,2.6869527773790725,23.95408997,2.0339916846576167
x-_tA0shdWA,10.0,3948,7,1,0,5.869022198,36,84527.0,497.0,23.0,14402.22871,0.5879778059081714,0.027210240514865,0.6151880464230365,23.281552,0.6239433707537188
xPyf1ybFUVw,20.0,19893,17,5,1,5.922355203,36,762236.0,15939.0,43.0,128704.8774,2.0910846509480003,0.0056412974459353,2.096725948393936,24.01396785,2.035384234731749
xXVSnyttLeU,24.0,1216,15,5,1,5.88510379,11,381877.0,16525.0,412.0,64888.74515,4.327309578738704,0.1078881419933643,4.435197720732068,23.97632167,3.1920938632270737
xZO1-fJkD-4,20.0,3841,3,6,1,5.967148494,30,962090.0,3605.0,0.0,161231.1141,0.3747050691723227,0.0,0.3747050691723227,24.01811737,0.3729392999464854
yARpq4j2XNw,20.0,1695,11,2,0,5.955379665,1,99902.0,17051.0,5167.0,16775.08499,17.067726371844408,5.17206862725471,22.23979499909912,23.98776801,13.221928409718489
z-1IZ2HLUwM,20.0,8902,12,3,0,5.991563706,26,156108.0,9285.0,99.0,26054.63409,5.947805365516181,0.0634176339457298,6.011222999461912,20.71644756,5.913275223413489
zNt6BzTREVw,20.0,15986,15,4,0,5.906035728,23,1093982.0,45315.0,147.0,185231.1856,4.142207092986904,0.0134371497885705,4.155644242775476,23.9511981,4.031245156359399
zY0yPSD261Y,20.0,640,11,3,0,5.97764875,14,284061.0,10522.0,610.0,47520.52385,3.7041339712244903,0.2147426081017809,3.918876579326272,24.01727333,2.607195548763141
